StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q31_1,Q48_1,Q35_1,Q45_1,Q34_1,Q41,Q36,Q37,Q38,Q39,Q17,Q19,Q21,Q23,Q25,Q7,Q9,Q11,Q13,Q15,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,Q45,Q47,mTurkCode,photo_block,obama_photo,policy
2019-12-18 15:16:55,2019-12-18 15:19:24,IP Address,*******,100,148,True,2019-12-18 15:19:24,R_2yjBaZsfMBZSASU,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,55,,,70,green,pretty bad idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Liberal,Independent (No partisan lean),High school diploma,White,Heterosexual,Man,"$70,000 - $99,999",6183201,0,1,0
2019-12-18 15:18:12,2019-12-18 15:19:25,IP Address,*******,100,72,True,2019-12-18 15:19:25,R_2w5A3pDjISpGsAf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,56,,57,green,,neither a good nor a bad idea,,,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Slightly liberal,Strong Democrat,Four year college degree,Asian,Bisexual,Man,"$30,000 - $69,999",9871428,1,0,1
2019-12-18 15:17:45,2019-12-18 15:19:26,IP Address,*******,100,100,True,2019-12-18 15:19:26,R_3KOVUfe182FBPM2,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,60,,,80,green,,neither a good nor a bad idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Liberal,Strong Democrat,Some college,Asian,Heterosexual,Man,"$70,000 - $99,999",7972750,0,1,1
2019-12-18 15:17:25,2019-12-18 15:19:26,IP Address,*******,100,120,True,2019-12-18 15:19:26,R_suHMU3EqeBBfoyd,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,50,green,pretty good idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly liberal,Weak Democrat,High school diploma,White,Heterosexual,Man,"$100,000 - $200,000",1528351,1,1,0
2019-12-18 15:17:05,2019-12-18 15:19:26,IP Address,*******,100,140,True,2019-12-18 15:19:26,R_XTF1PfuILXRLFap,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,0,,60,green,,,,pretty good idea,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Some college,Hispanic or Latino,Heterosexual,Man,"$30,000 - $69,999",7609033,1,0,3
2019-12-18 15:17:02,2019-12-18 15:19:27,IP Address,*******,100,144,True,2019-12-18 15:19:28,R_5dunkuUiOQ7UQbT,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,0,,,,1,green,,very good idea,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Weak Republican,Graduate school or other advanced degree,White,Heterosexual,Man,"$30,000 - $69,999",2008388,0,0,1
2019-12-18 15:18:02,2019-12-18 15:19:29,IP Address,*******,100,87,True,2019-12-18 15:19:29,R_2Eb3Sl54Inj712Y,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,51,50,green,neither a good nor a bad idea,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Moderate or middle of the road,Independent (Lean Democrat),Four year college degree,White,Heterosexual,Man,"Less than $30,000",5443340,1,1,0
2019-12-18 15:18:19,2019-12-18 15:19:31,IP Address,*******,100,71,True,2019-12-18 15:19:31,R_3MutqvrG1kn336r,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,0,,0,green,,,,pretty good idea,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Conservative,Weak Republican,Some college,White,Heterosexual,Man,"$30,000 - $69,999",9003999,1,0,3
2019-12-18 15:16:54,2019-12-18 15:19:31,IP Address,*******,100,156,True,2019-12-18 15:19:31,R_3COuF9S08fjdTD1,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,0,,0,green,,,,pretty good idea,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Moderate or middle of the road,Independent (No partisan lean),Some college,White,Heterosexual,Woman,"$30,000 - $69,999",7764798,1,0,3
2019-12-18 15:17:37,2019-12-18 15:19:32,IP Address,*******,100,114,True,2019-12-18 15:19:32,R_2Vr0B6TodJ68gSY,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,90,96,green,,very good idea,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Slightly liberal,Strong Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Man,"$30,000 - $69,999",7644354,1,1,1
2019-12-18 15:17:35,2019-12-18 15:19:35,IP Address,*******,100,119,True,2019-12-18 15:19:35,R_3HRpT7IF90mQlDX,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,71,,41,green,,,very good idea,,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Conservative,Strong Republican,Some college,White,Heterosexual,Man,"$30,000 - $69,999",8857282,1,0,2
2019-12-18 15:17:47,2019-12-18 15:19:37,IP Address,*******,100,110,True,2019-12-18 15:19:37,R_cUg13gz5IpCBuOR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,40,,100,green,,,very good idea,,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Liberal,Strong Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Woman,"$30,000 - $69,999",2376170,1,0,2
2019-12-18 15:17:14,2019-12-18 15:19:37,IP Address,*******,100,143,True,2019-12-18 15:19:37,R_XYgDM9OqSVeMAW5,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,30,75,green,,,pretty bad idea,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly liberal,Independent (Lean Democrat),Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",3846603,1,1,2
2019-12-18 15:17:17,2019-12-18 15:19:39,IP Address,*******,100,142,True,2019-12-18 15:19:39,R_2y2BLMgeQdvuw4J,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,66,66,green,very good idea,,,,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Extremely liberal,Strong Democrat,Four year college degree,Hispanic or Latino,Heterosexual,Woman,"$30,000 - $69,999",4865441,1,1,0
2019-12-18 15:17:55,2019-12-18 15:19:39,IP Address,*******,100,104,True,2019-12-18 15:19:40,R_BtCbAbEobfmSe2t,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,75,90,green,,pretty good idea,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Liberal,Strong Democrat,Some college,White,Heterosexual,Woman,"Less than $30,000",5064260,1,1,1
2019-12-18 15:17:22,2019-12-18 15:19:39,IP Address,*******,100,137,True,2019-12-18 15:19:40,R_O1DsyXo2mRIpehP,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,79,,,,55,green,,,pretty bad idea,,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Conservative,Weak Republican,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",6827898,0,0,2
2019-12-18 15:18:10,2019-12-18 15:19:46,IP Address,*******,100,95,True,2019-12-18 15:19:46,R_3CUUO7m1zaen55f,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,82,,,,79,green,pretty good idea,,,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Woman,"$70,000 - $99,999",7065093,0,0,0
2019-12-18 15:17:36,2019-12-18 15:19:48,IP Address,*******,100,131,True,2019-12-18 15:19:48,R_1i50JFwvijbaEDR,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,18,63,green,,very good idea,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderate or middle of the road,Independent (No partisan lean),Some college,Asian,Heterosexual,Man,"$30,000 - $69,999",8421208,1,1,1
2019-12-18 15:17:02,2019-12-18 15:19:49,IP Address,*******,100,167,True,2019-12-18 15:19:49,R_238138kJIcF3vPi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,0,green,very good idea,,,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Independent (Lean Republican),Four year college degree,White,Heterosexual,Man,"$70,000 - $99,999",6755497,1,1,0
2019-12-18 15:18:16,2019-12-18 15:19:50,IP Address,*******,100,93,True,2019-12-18 15:19:50,R_1hT0TUoECkcQMWp,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,82,,,,99,green,,,very good idea,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Liberal,Weak Democrat,Four year college degree,White,Heterosexual,Man,"$30,000 - $69,999",9302531,0,0,2
2019-12-18 15:17:33,2019-12-18 15:19:50,IP Address,*******,100,136,True,2019-12-18 15:19:50,R_spR3XqfTiydBMOt,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,8,,12,green,,,neither a good nor a bad idea,,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Slightly conservative,Weak Republican,Some college,White,Heterosexual,Man,"$30,000 - $69,999",6799266,1,0,2
2019-12-18 15:17:53,2019-12-18 15:19:50,IP Address,*******,100,117,True,2019-12-18 15:19:50,R_2EmVkrLfYLJ6gBI,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,79,,,,92,green,pretty bad idea,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly liberal,Strong Democrat,Four year college degree,Asian,Heterosexual,Man,"$100,000 - $200,000",5843871,0,0,0
2019-12-18 15:16:52,2019-12-18 15:19:50,IP Address,*******,100,178,True,2019-12-18 15:19:51,R_2TEID71jzfoUgJi,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,,,0,0,green,,,neither a good nor a bad idea,,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Conservative,Strong Republican,Some college,White,Heterosexual,Woman,"$30,000 - $69,999",5731188,1,1,2
2019-12-18 15:17:18,2019-12-18 15:19:51,IP Address,*******,100,153,True,2019-12-18 15:19:52,R_3RqNLL97FhFoCuc,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,50,,,90,green,,,,pretty good idea,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Slightly liberal,Independent (Lean Democrat),Four year college degree,White,Gay or Lesbian,Man,"$30,000 - $69,999",3877122,0,1,3
2019-12-18 15:16:58,2019-12-18 15:19:51,IP Address,*******,100,173,True,2019-12-18 15:19:52,R_TehlHff3Lp6Ea89,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,5,,,,36,green,,pretty good idea,,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Conservative,Strong Republican,Some college,Hispanic or Latino,Heterosexual,Woman,"$30,000 - $69,999",7123828,0,0,1
2019-12-18 15:19:19,2019-12-18 15:19:53,IP Address,*******,100,33,True,2019-12-18 15:19:53,R_9BPSUx03qDTWNVf,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,71,,,86,green,,,,pretty good idea,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Slightly liberal,Independent (Lean Democrat),Graduate school or other advanced degree,White,Heterosexual,Transgender Woman,"$70,000 - $99,999",1041174,0,1,3
2019-12-18 15:17:40,2019-12-18 15:19:55,IP Address,*******,100,134,True,2019-12-18 15:19:55,R_1mQwp0DJjiPLDhE,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,,57,,,58,green,,,neither a good nor a bad idea,,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Slightly liberal,Independent (Lean Republican),Graduate school or other advanced degree,Asian,Bisexual,Man,"$30,000 - $69,999",7069991,0,1,2
2019-12-18 15:17:54,2019-12-18 15:19:56,IP Address,*******,100,121,True,2019-12-18 15:19:56,R_3CT1t3oz7cDymQ6,*******,*******,*******,*******,*******,*******,anonymous,EN,I would like to participate,71,,,,82,green,,,neither a good nor a bad idea,,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Conservative,Strong Democrat,Graduate school or other advanced degree,Asian,Heterosexual,Man,"$30,000 - $69,999",4227526,0,0,2
